image_path,question,answer
6a/6af49cd4.jpg,Is the swatch rough?,Yes
6a/6af687d0.jpg,What color are the chairs?,Blue
6a/6af687d0.jpg,What shape is the tabletop?,Rectangle
6a/6af687d0.jpg,How many chairs are visible?,Two
6a/6afd427e.jpg,What color is the case?,Pink
6a/6afd427e.jpg,What is the word above 'Girl'?,Daddy's
6a/6afd427e.jpg,How many lenses are visible?,Two
6b/6b04668c.jpg,What color is the chair?,Blue
6b/6b04668c.jpg,How many wheels are visible?,Five
6b/6b04668c.jpg,What is the base made of?,Metal
6b/6b113112.jpg,What is the frame predominantly covered with?,Pearls
6b/6b113112.jpg,What color are the roses?,Red
6b/6b113112.jpg,What material is the backing made of?,Cardboard
6b/6b14ebdc.jpg,What shape is the pendant?,Texas
6b/6b14ebdc.jpg,What is the necklace's material?,Gold
6b/6b14ebdc.jpg,What is the necklace's closure type?,Clasp
6b/6b1e65cd.jpg,What animal is pictured?,Panda
6b/6b1e65cd.jpg,What is the background color?,White
6b/6b1e65cd.jpg,Is the case glossy?,No
6b/6b1ee9ee.jpg,What color is the trashcan?,Green
6b/6b1ee9ee.jpg,Does the container have a handle?,Yes
6b/6b1ee9ee.jpg,What shape is the trashcan?,Rectangular
6b/6b256507.jpg,What is the shoe's closure?,Slip-on
6b/6b256507.jpg,What pattern is visible?,Mesh
6b/6b256507.jpg,What color is the sole?,Grey
6b/6b296fbf.jpg,What is the bar's material?,Metal
6b/6b296fbf.jpg,What shape is the bar?,Cylindrical
6b/6b296fbf.jpg,What is the bar's color?,Silver
6b/6b337491.jpg,What color is the runner?,Blue
6b/6b337491.jpg,Is the runner folded?,Yes
6b/6b337491.jpg,What material is the rug?,Microfibre
6b/6b34aa3c.jpg,What shape is surrounding the letter?,Heart
6b/6b34aa3c.jpg,What color are the stars?,Pink
6b/6b34aa3c.jpg,What letter is displayed?,O
6b/6b374b26.jpg,What is the topmost color?,Blue
6b/6b374b26.jpg,Are the sheets striped?,Yes
6b/6b374b26.jpg,What number from the top is orange?,Third
6b/6b40cc58.jpg,What color is the ottoman?,Brown
6b/6b40cc58.jpg,How many legs are visible?,Four
6b/6b40cc58.jpg,What is the ottoman's shape?,Square
6b/6b43e627.jpg,What shape are the punched holes?,Round
6b/6b43e627.jpg,What color is the topmost divider?,Red
6b/6b43e627.jpg,How many colours are visible?,Five
6b/6b4711f4.jpg,What color is the sole?,White
6b/6b4711f4.jpg,What is the shoe's closure type?,Slip-on
6b/6b4711f4.jpg,How many shoes are shown?,One
6b/6b4a455e.jpg,What word is printed?,KISS
6b/6b4a455e.jpg,What color is background?,Black
6b/6b4a455e.jpg,What is the case material?,Hard
6b/6b4b3d62.jpg,What is the shoe's color?,Brown
6b/6b4b3d62.jpg,Are shoelaces visible?,Yes
6b/6b4b3d62.jpg,What is the shoe's style?,Derby
6b/6b4df845.jpg,What color is the sofa?,Blue
6b/6b4df845.jpg,Are buttons present?,Yes
6b/6b4df845.jpg,How many legs?,Four
6b/6b4fc3f0.jpg,What color is dominant?,Yellow
6b/6b4fc3f0.jpg,Is there a camera?,Yes
6b/6b4fc3f0.jpg,Are there lines visible?,Yes
6b/6b5870de.jpg,What color is the bracelet?,Green
6b/6b5870de.jpg,How many rows are present?,Three
6b/6b5870de.jpg,What shape are the stones?,Teardrop
6b/6b6678cd.jpg,What color are the flowers?,Blue
6b/6b6678cd.jpg,What shape is the camera cutout?,Square
6b/6b6678cd.jpg,What is the case's material?,Silicone
6b/6b671fef.jpg,What color is the belt?,Black
6b/6b671fef.jpg,How many belt loops?,Two
6b/6b671fef.jpg,What is the buckle's material?,Metal
6b/6b6888d3.jpg,What color is the luggage?,Green
6b/6b6888d3.jpg,What is the number of suitcases pictured?,Three
6b/6b6888d3.jpg,What type of wheels do these suitcases have?,Spinner
6b/6b6e88c5.jpg,What is the handle's shape?,Square
6b/6b6e88c5.jpg,What is the handle's color?,Silver
6b/6b6e88c5.jpg,How many screws are visible?,Four
6b/6b6f7eaf.jpg,What color is prominent near the top?,Yellow
6b/6b6f7eaf.jpg,Is there a logo visible?,Yes
6b/6b6f7eaf.jpg,What is the primary color at the bottom?,Pink
6b/6b73e634.jpg,What color is the earmuff?,White
6b/6b73e634.jpg,What material is the headband?,Fabric
6b/6b73e634.jpg,How many metal arms are there?,Four
6b/6b7923be.jpg,What is the color?,Blue
6b/6b7923be.jpg,What is piled?,Sheets
6b/6b7923be.jpg,What material is visible?,Cotton
6b/6b7e4ee8.jpg,What color is it?,Gold
6b/6b7e4ee8.jpg,How many lights are visible?,Four
6b/6b7e4ee8.jpg,Is there a USB port?,Yes
6b/6b80c459.jpg,What color is the sheet?,Anthracite
6b/6b80c459.jpg,Is there a headboard?,Yes
6b/6b80c459.jpg,What is the brick color?,White
6b/6b870c65.jpg,Is the smile present?,Yes
6b/6b870c65.jpg,What is the primary color?,Blue
6b/6b870c65.jpg,Is the case printed?,Yes
6b/6b8c8a9a.jpg,What material is this?,Fabric
6b/6b8c8a9a.jpg,What color is the swatch?,Gray
6b/6b8c8a9a.jpg,Is the surface smooth?,No
6b/6b8e4133.jpg,What material is showcased?,Wood
6b/6b8e4133.jpg,What word is written?,Girl
6b/6b8e4133.jpg,What color is camera?,Blue
6b/6b91c88c.jpg,What color is the case?,Red
6b/6b91c88c.jpg,What text is visible?,Renewed
6b/6b91c88c.jpg,What material is it?,Plastic
6b/6b921ce7.jpg,What object is next to the boy?,Dog
6b/6b921ce7.jpg,What is the background color?,Green
6b/6b921ce7.jpg,What is the cover's material?,Polycarbonate
6b/6b974dca.jpg,What is the background color?,Black
6b/6b974dca.jpg,What is the pattern's shape?,Stars
6b/6b974dca.jpg,Is the case glossy?,Yes
6b/6b988e79.jpg,What color is the chair?,Green
6b/6b988e79.jpg,What shape is the seat cushion?,Square
6b/6b988e79.jpg,What is the chair's material?,Wicker
6b/6b98edab.jpg,What color are the shoes?,Black
6b/6b98edab.jpg,What type of shoes are they?,Hi-top
6b/6b98edab.jpg,How many eyelets are visible?,Seven
6b/6b9ae0b6.jpg,What color is the book?,Blue
6b/6b9ae0b6.jpg,Is the book open?,Yes
6b/6b9ae0b6.jpg,What shape is the keyhole?,Circular
6b/6b9ce93d.jpg,What color is the background?,Yellow
6b/6b9ce93d.jpg,How many turtles are present?,Two
6b/6b9ce93d.jpg,Is there a starfish?,Yes
6b/6b9fca3b.jpg,What color is dominant?,Blue
6b/6b9fca3b.jpg,What shape is the camera cutout?,Square
6b/6b9fca3b.jpg,Is the design abstract?,Yes
6b/6ba22d5b.jpg,What animal is pictured?,Squirrel
6b/6ba22d5b.jpg,What color are the flowers?,Blue
6b/6ba22d5b.jpg,What is the background color?,Yellow
6b/6ba6b4e3.jpg,What color are the balloons?,Pink
6b/6ba6b4e3.jpg,What shape are the red objects?,Hearts
6b/6ba6b4e3.jpg,What is the background color?,Black
6b/6ba750e8.jpg,What shape is the towel ring?,Round
6b/6ba750e8.jpg,What finish are the accessories?,Satin
6b/6ba750e8.jpg,What is the item count?,Five
6b/6ba8d79f.jpg,What subject is prominently featured?,Tree
6b/6ba8d79f.jpg,What color is the camera module?,Blue
6b/6ba8d79f.jpg,What is the case's pattern color?,Multicolor
6b/6baa9dea.jpg,What shape is hanging?,Heart
6b/6baa9dea.jpg,What color are the ribbons?,Pink
6b/6baa9dea.jpg,What pattern is on the left?,Lace
6b/6bb17c5c.jpg,What color are the small stones?,Pink
6b/6bb17c5c.jpg,How many pearls are visible?,Two
6b/6bb17c5c.jpg,What is the earring's metal color?,Silver
6b/6bb3c0ee.jpg,What animal is printed on the case?,Panda
6b/6bb3c0ee.jpg,What color are the pandas' ears?,Black
6b/6bb3c0ee.jpg,Is the case transparent?,Yes
6b/6bb592ca.jpg,What animal is pictured?,Bear
6b/6bb592ca.jpg,What shape is the heart?,Red
6b/6bb592ca.jpg,What color is the background?,Blurred
6b/6bc1bc6e.jpg,What color are the bags?,Beige
6b/6bc1bc6e.jpg,How many handles per bag?,Two
6b/6bc1bc6e.jpg,What is the bag's shape?,Rectangular
6b/6bc20fee.jpg,What color is the sole?,White
6b/6bc20fee.jpg,What is the shoe's closure?,Laces
6b/6bc20fee.jpg,How many eyelets exist?,Six
6b/6bc28e45.jpg,What color is the phone case?,Black
6b/6bc28e45.jpg,How many cameras are visible?,Two
6b/6bc28e45.jpg,What is the case's texture?,Brushed
6b/6bc57b56.jpg,What color is the case?,Black
6b/6bc57b56.jpg,What material is it?,Leather
6b/6bc57b56.jpg,How many parts are visible?,Two
6b/6bc60974.jpg,What is the lamp's color?,Brass
6b/6bc60974.jpg,What shape is the base?,Rectangle
6b/6bc60974.jpg,What direction is the lamp angled?,Downward
6b/6bc7cb1e.jpg,What is the sandal's pattern?,Snake
6b/6bc7cb1e.jpg,What is the sandal's material?,Leather
6b/6bc7cb1e.jpg,What is the sandal's color?,Yellow
6b/6bca184a.jpg,What color is the cover?,Black
6b/6bca184a.jpg,Is there a strap?,Yes
6b/6bca184a.jpg,What is the material?,Leather
6b/6bcd3f1e.jpg,What shape are the decorations?,Hearts
6b/6bcd3f1e.jpg,What color is the prevalent background?,Pink
6b/6bcd3f1e.jpg,Is there a visible camera?,Yes
6b/6bdc7193.jpg,What color are the dishes?,White
6b/6bdc7193.jpg,How many bowls are stacked?,Seven
6b/6bdc7193.jpg,What is the shape of the plates?,Round
6b/6bdfff8c.jpg,What is the pendant's shape?,Square
6b/6bdfff8c.jpg,What is the necklace color?,Yellow
6b/6bdfff8c.jpg,Is there a clasp?,No
6b/6be3864f.jpg,What pattern is present?,Panda
6b/6be3864f.jpg,What color is background?,White
6b/6be3864f.jpg,How many camera holes?,Two
6b/6beb8489.jpg,What color is the can?,Blue
6b/6beb8489.jpg,What shape is the can?,Rectangular
6b/6beb8489.jpg,Is the can empty?,Yes
6b/6bf412e6.jpg,What is the product's material?,Silicone
6b/6bf412e6.jpg,What color is the case?,Grey
6b/6bf412e6.jpg,What word is at the bottom?,Amazonbasics
6b/6bf7f70a.jpg,What color is the phone case?,Golden
6b/6bf7f70a.jpg,Is the case sparkling?,Yes
6b/6bf7f70a.jpg,What is the cover's design?,Sparkle
6b/6bfd9be8.jpg,What color are the sheets?,Salmon
6b/6bfd9be8.jpg,How many piles appear?,Three
6b/6bfd9be8.jpg,What shape are the sheets?,Rectangular
6c/6c046767.jpg,What number is displayed?,Six
6c/6c046767.jpg,What color is the case?,Orange
6c/6c046767.jpg,What is the design made of?,Chain
6c/6c09702d.jpg,What color is the case?,Black
6c/6c09702d.jpg,How many whiskers are visible?,Six
6c/6c09702d.jpg,Is there a camera opening?,Yes
6c/6c0a007b.jpg,What color are the folders?,Green
6c/6c0a007b.jpg,Are the folders hanging?,Yes
6c/6c0a007b.jpg,How many rails visible?,Two
6c/6c0b32ad.jpg,What color is the curtain?,Turquoise
6c/6c0b32ad.jpg,What is on the wall?,Picture
6c/6c0b32ad.jpg,How many grommets are visible?,Five
6c/6c19d401.jpg,What color is the dress?,Red
6c/6c19d401.jpg,Is the case rectangular?,Yes
6c/6c19d401.jpg,How many figures present?,One
6c/6c1cfa48.jpg,What shape is the pendant?,Cross
6c/6c1cfa48.jpg,What is the jewelry's color?,White
6c/6c1cfa48.jpg,What is the item attached to?,Chain
6c/6c1f3c30.jpg,What shape is the doorknob?,Round
6c/6c1f3c30.jpg,What color is the doorknob?,Bronze
6c/6c1f3c30.jpg,Is there a keyhole?,Yes
6c/6c23f10f.jpg,What shape is the fruit?,Circle
6c/6c23f10f.jpg,What color is a lemon?,Yellow
6c/6c23f10f.jpg,How many sheets are visible?,Three
6c/6c28355f.jpg,Is the phone case transparent?,Yes
6c/6c28355f.jpg,What color is the case's border?,Black
6c/6c28355f.jpg,What shape is the camera module?,Circle
6c/6c2bd926.jpg,What color is the box?,Grey
6c/6c2bd926.jpg,What shape is the box?,Rectangular
6c/6c2bd926.jpg,Is there a window?,Yes
6c/6c2f4fb3.jpg,What color is the strip?,Yellow
6c/6c2f4fb3.jpg,How many outlets are present?,Six
6c/6c2f4fb3.jpg,Is the cord coiled?,Yes
6c/6c3045c2.jpg,What color is the USB cable?,Black
6c/6c3045c2.jpg,What is written on the cable?,Amazonbasics
6c/6c3045c2.jpg,What shape is the female end?,Rectangular
6c/6c3c1bf8.jpg,What color are the boots?,Black
6c/6c3c1bf8.jpg,What type of shoe is this?,Boot
6c/6c3c1bf8.jpg,Are the boots heeled?,Yes
6c/6c3db679.jpg,What color is near the top?,Green
6c/6c3db679.jpg,What shape is the camera cut-out?,Square
6c/6c3db679.jpg,What is the predominant painting style?,Abstract
6c/6c429890.jpg,What color is the phone case?,Pink
6c/6c429890.jpg,What shape are the decorations?,Heart
6c/6c429890.jpg,What is the pattern style?,Plaid
6c/6c483c37.jpg,What color is the gauge?,Silver
6c/6c483c37.jpg,Is there a screen?,Yes
6c/6c483c37.jpg,What is the brand?,Amazonbasics
6c/6c5253df.jpg,What color is the rug?,Grey
6c/6c5253df.jpg,What material is the lamp made of?,Metal
6c/6c5253df.jpg,How many tassels are on the wall hanging?,Seven
6c/6c52a80a.jpg,What color is the background?,Pink
6c/6c52a80a.jpg,What word is on the case?,Girl
6c/6c52a80a.jpg,What is the case's shape?,Rectangular
6c/6c5443f8.jpg,What color is the chair?,Brown
6c/6c5443f8.jpg,How many armrests are visible?,Two
6c/6c5443f8.jpg,Is the chair reclined?,No
6c/6c555aab.jpg,What shape is the pan's inner surface?,Honeycomb
6c/6c555aab.jpg,What color is the handle?,Black
6c/6c555aab.jpg,What kind of object is this?,Pan
6c/6c574857.jpg,What color is the moon?,Red
6c/6c574857.jpg,What is the background color?,Black
6c/6c574857.jpg,Is a figure visible?,Yes
6c/6c57bf4d.jpg,What word is visible?,Love
6c/6c57bf4d.jpg,What material is used?,Plastic
6c/6c57bf4d.jpg,What is primary color?,Beige
6c/6c5b03ca.jpg,What color is the background?,Black
6c/6c5b03ca.jpg,What is the pattern made of?,Flowers
6c/6c5b03ca.jpg,Is the case rectangular?,Yes
6c/6c601edf.jpg,What color is the backpack?,Red
6c/6c601edf.jpg,What word is printed at the bottom of the backpack?,Solimo
6c/6c601edf.jpg,How many zippers are visible on the top compartment?,Two
6c/6c61ac13.jpg,What is the stone's shape?,Round
6c/6c61ac13.jpg,What is the ring's primary color?,Silver
6c/6c61ac13.jpg,Is the stone predominantly light?,Yes
6c/6c61eacf.jpg,What color is the bone?,Purple
6c/6c61eacf.jpg,What shape is the blue toy?,Football
6c/6c61eacf.jpg,What material is attached to the football?,Rope
6c/6c63141a.jpg,What is the handle's color?,Silver
6c/6c63141a.jpg,What shape is the handle?,Rectangular
6c/6c63141a.jpg,Are screws present?,Yes
6c/6c6b5037.jpg,What pattern is displayed?,Chevron
6c/6c6b5037.jpg,What color is the zipper?,Black
6c/6c6b5037.jpg,How many items are shown?,Six
6c/6c6b5359.jpg,What color are the laces?,White
6c/6c6b5359.jpg,How many eyelets are visible?,Six
6c/6c6b5359.jpg,What is the shoe's style?,High
6c/6c6bb25b.jpg,What animal is depicted?,Peacock
6c/6c6bb25b.jpg,What is the case's color?,Black
6c/6c6bb25b.jpg,Is the phone visible?,Yes
6c/6c6f4eab.jpg,What color are the shoes?,Brown
6c/6c6f4eab.jpg,What type of closure is visible?,
6c/6c6f4eab.jpg,Is there a metallic accent?,Yes
6c/6c8875e0.jpg,What color is the background?,Black
6c/6c8875e0.jpg,How many skulls are visible?,Two
6c/6c8875e0.jpg,Is there a hand present?,Yes
6c/6c9462cc.jpg,What color is the ottoman?,Oyster
6c/6c9462cc.jpg,How many cushions are visible?,Four
6c/6c9462cc.jpg,What shape are the throw pillows?,Square
6c/6c94e1da.jpg,What is the primary color?,Beige
6c/6c94e1da.jpg,Is the pattern cracked?,Yes
6c/6c94e1da.jpg,What shape is the item?,Rectangular
6c/6c99eb12.jpg,What is the bag's closure type?,Latch
6c/6c99eb12.jpg,What color is the bag?,Khaki
6c/6c99eb12.jpg,How many straps are visible?,One
6c/6c9fff40.jpg,What shape is the knob?,Round
6c/6c9fff40.jpg,What color are the screws?,Silver
6c/6c9fff40.jpg,What finish is apparent?,Metallic
6c/6ca7d3e1.jpg,What is the necklace's shape?,Round
6c/6ca7d3e1.jpg,What color is the stones?,Blue
6c/6ca7d3e1.jpg,What object is visible?,Necklace
6c/6caa14a9.jpg,What color are the legs?,White
6c/6caa14a9.jpg,What shape is the ironing board?,Rectangle
6c/6caa14a9.jpg,What pattern is on the cover?,Trellis
6c/6cac28b0.jpg,What color is the sofa?,Beige
6c/6cac28b0.jpg,How many cushions are there?,Three
6c/6cac28b0.jpg,What is above the sofa?,Artwork
6c/6caf371b.jpg,What color is the background?,Black
6c/6caf371b.jpg,What pattern is displayed?,Floral
6c/6caf371b.jpg,Is the camera visible?,Yes
6c/6caf5483.jpg,What shape is the duster head?,Triangle
6c/6caf5483.jpg,What color is the handle?,White
6c/6caf5483.jpg,What material is the duster?,Microfiber
6c/6cb1224c.jpg,What color are the sheets?,Blue
6c/6cb1224c.jpg,Is there a pillow on the bed?,Yes
6c/6cb1224c.jpg,What room is present?,Bedroom
6c/6cb14889.jpg,What color is the case?,Brown
6c/6cb14889.jpg,How many cards are visible?,Three
6c/6cb14889.jpg,Is the case opened or closed?,Opened
6c/6cb4753a.jpg,What color are the batteries?,Orange
6c/6cb4753a.jpg,What is the shape of the batteries?,Rectangular
6c/6cb4753a.jpg,What brand is printed on the battery?,Amazonbasics
6c/6cb4d5f7.jpg,What color are the boots?,Grey
6c/6cb4d5f7.jpg,What is the heel shape?,Block
6c/6cb4d5f7.jpg,What is the toe shape?,Pointed
6c/6cb96674.jpg,What is the dominant color?,Green
6c/6cb96674.jpg,What natural feature is pictured?,Waterfall
6c/6cb96674.jpg,Is there a structure pictured?,Yes
6c/6cbd4b48.jpg,What color is the sandal?,Silver
6c/6cbd4b48.jpg,How many straps are visible?,Two
6c/6cbd4b48.jpg,What is the heel shape?,Block
6c/6cbd67c6.jpg,What color are the shoes?,Black
6c/6cbd67c6.jpg,What is the shoe's material?,Leather
6c/6cbd67c6.jpg,How many laces?,Two
6c/6cbe01e1.jpg,What color are the frames?,Black
6c/6cbe01e1.jpg,What is inside the frames?,Photos
6c/6cbe01e1.jpg,How many frames are visible?,Three
6c/6cc06d37.jpg,What shape is the ottoman?,Round
6c/6cc06d37.jpg,What is the color of the ottoman?,Cognac
6c/6cc06d37.jpg,What type of furniture is this?,Ottoman
6c/6cc17db5.jpg,What color is the shoe?,Black
6c/6cc17db5.jpg,What type of shoe is this?,Ballet
6c/6cc17db5.jpg,Is the toe pointed?,Yes
6c/6cc73cb4.jpg,What color is the case?,Red
6c/6cc73cb4.jpg,What shape are the game cards?,Rectangular
6c/6cc73cb4.jpg,How many joycons are gray?,Two
6c/6ccce4c1.jpg,What shape is the ring?,Round
6c/6ccce4c1.jpg,What color is the ring?,Black
6c/6ccce4c1.jpg,How many pads are visible?,Two
6c/6ce5b274.jpg,What color is the background?,Yellow
6c/6ce5b274.jpg,What is the girl doing?,Peace
6c/6ce5b274.jpg,What color is the hair?,Brown
6c/6ce897a6.jpg,What is the color of the wood?,Brown
6c/6ce897a6.jpg,Is the cover rectangular?,Yes
6c/6ce897a6.jpg,Is there a camera cutout?,Yes
6c/6ce8a2da.jpg,What color dominates the case?,Blue
6c/6ce8a2da.jpg,Is there red color on the case?,Yes
6c/6ce8a2da.jpg,Does the case have texture?,Yes
6c/6ceae75f.jpg,What is the main color?,Brown
6c/6ceae75f.jpg,What is the texture?,Wooden
6c/6ceae75f.jpg,Are there cameras?,Yes
6c/6cf287a9.jpg,What shape are the lenses?,Teardrop
6c/6cf287a9.jpg,What material is the frame?,Metal
6c/6cf287a9.jpg,What color are the lenses?,Gray
6d/6d04c3ce.jpg,What color is the headset?,Purple
6d/6d04c3ce.jpg,What is the boom made of?,Plastic
6d/6d04c3ce.jpg,How many cables are visible?,Two
6d/6d05cf9e.jpg,What color is the case?,Yellow
6d/6d05cf9e.jpg,What is the texture on the case?,Rough
6d/6d05cf9e.jpg,Are there any cameras visible?,Yes
6d/6d07238d.jpg,What color is the bed skirt?,White
6d/6d07238d.jpg,How many dark stripes are visible?,Two
6d/6d07238d.jpg,What shape are the bed legs?,Square
6d/6d080c96.jpg,What shape is the camera hole?,Circle
6d/6d080c96.jpg,What is the case's primary color?,Brown
6d/6d080c96.jpg,Is the case textured?,Yes
6d/6d08b51f.jpg,What color is the background?,Black
6d/6d08b51f.jpg,What word is above 'Boss'?,Girl
6d/6d08b51f.jpg,What texture does the text have?,Sparkle
6d/6d09f3ae.jpg,What is the ring's metal color?,White
6d/6d09f3ae.jpg,How many gemstones are visible?,Three
6d/6d09f3ae.jpg,Is the ring shiny?,Yes
6d/6d0acf4c.jpg,What color is the frame?,Black
6d/6d0acf4c.jpg,How many hands are visible?,Three
6d/6d0acf4c.jpg,What number is opposite 6?,Twelve
6d/6d1009dc.jpg,What color is the product?,Black
6d/6d1009dc.jpg,What brand is shown?,Amazonbasics
6d/6d1009dc.jpg,How many gauges are pictured?,One
6d/6d11ec69.jpg,What color is the leftmost cup?,Red
6d/6d11ec69.jpg,How many cups are visible?,Three
6d/6d11ec69.jpg,Are lids present?,Yes
6d/6d124624.jpg,What material is the cabinet?,Wood
6d/6d124624.jpg,How many doors does the wardrobe have?,One
6d/6d124624.jpg,What color is the wall?,Red
6d/6d1257cd.jpg,What color is the board?,Black
6d/6d1257cd.jpg,What shape is it?,Circular
6d/6d1257cd.jpg,Is it wooden?,Yes
6d/6d1b6b39.jpg,What pattern covers the organizers?,Stripes
6d/6d1b6b39.jpg,What color are some of the garments?,Pink
6d/6d1b6b39.jpg,What shape are the storage boxes?,Rectangular
6d/6d225e35.jpg,What animal is pictured?,Squirrel
6d/6d225e35.jpg,What color are the flowers?,Blue
6d/6d225e35.jpg,What is the product's material?,Hard
6d/6d2448c1.jpg,What color is the flatware?,Silver
6d/6d2448c1.jpg,What utensil has tines?,Fork
6d/6d2448c1.jpg,What material are they?,Stainless
6d/6d2cc6b1.jpg,What is the heel type?,Wedge
6d/6d2cc6b1.jpg,What is the boot's closure?,Laces
6d/6d2cc6b1.jpg,What is the color of the boot?,Brown
6d/6d31d02f.jpg,What color are the laces?,Brown
6d/6d31d02f.jpg,What is the sole's color?,White
6d/6d31d02f.jpg,What material is upper?,Suede
6d/6d35baa2.jpg,What color are the chairs?,Red
6d/6d35baa2.jpg,How many chairs exist?,Two
6d/6d35baa2.jpg,What are the legs made of?,Wood
6d/6d3b2f1b.jpg,What color are the shoes?,Maroon
6d/6d3b2f1b.jpg,What is the sole's color?,White
6d/6d3b2f1b.jpg,What material is the shoe made of?,Knit
6d/6d467c22.jpg,What color are the flowers?,Blue
6d/6d467c22.jpg,Is the case floral?,Yes
6d/6d467c22.jpg,What shape is the camera cutout?,Oval
6d/6d4a3188.jpg,What shape are the stones?,Oval
6d/6d4a3188.jpg,What is the bracelet's color?,Blue
6d/6d4a3188.jpg,What is the bracelet's metal?,Silver
6d/6d4ef398.jpg,What color are the chairs?,Beige
6d/6d4ef398.jpg,How many chairs are visible?,Two
6d/6d4ef398.jpg,What is the chair's material?,Plastic
6d/6d52e910.jpg,What animal is featured?,Lion
6d/6d52e910.jpg,What color is the mane?,Brown
6d/6d52e910.jpg,Is the background dark?,Yes
6d/6d557c9a.jpg,What is the product's color?,Beige
6d/6d557c9a.jpg,How many rows are there?,Six
6d/6d557c9a.jpg,What is holding the organizer?,Hooks
6d/6d55f514.jpg,What shape is it?,Star
6d/6d55f514.jpg,What color is the wire?,White
6d/6d55f514.jpg,How many points does it have?,Five
6d/6d5eb472.jpg,What letter is displayed?,V
6d/6d5eb472.jpg,What color is the panel?,Blue
6d/6d5eb472.jpg,Are there swirls?,Yes
6d/6d64e868.jpg,What shape is the star?,Pentagon
6d/6d64e868.jpg,What color is 'Girl'?,Black
6d/6d64e868.jpg,Is the background floral?,Yes
6d/6d6b7d02.jpg,What color is the handle?,Silver
6d/6d6b7d02.jpg,What type of fasteners are present?,Screws
6d/6d6b7d02.jpg,What shape is the handle?,Cylindrical
6d/6d6ce5d2.jpg,What color are the laces?,Brown
6d/6d6ce5d2.jpg,What type of shoes are these?,Boat
6d/6d6ce5d2.jpg,What is the shoe's primary color?,Black
6d/6d6f2ce6.jpg,What animal is pictured?,Kitten
6d/6d6f2ce6.jpg,What color is the case?,Multicolor
6d/6d6f2ce6.jpg,What material is covering the kitten?,Fabric
6d/6d70aa18.jpg,What color is the book?,Blue
6d/6d70aa18.jpg,What kind of lock is visible?,Combination
6d/6d70aa18.jpg,What item is the safe disguised as?,Book
6d/6d74d646.jpg,What color is the suitcase?,Black
6d/6d74d646.jpg,What shape is the luggage's handle?,Rectangular
6d/6d74d646.jpg,What is the number of wheels?,Two
6d/6d7fb2a5.jpg,What color is the phone's bezel?,Black
6d/6d7fb2a5.jpg,What time is displayed?,Eight
6d/6d7fb2a5.jpg,What day is shown?,Tuesday
6d/6d823e48.jpg,What is the background's pattern?,Brick
6d/6d823e48.jpg,What color are the bricks?,Red
6d/6d823e48.jpg,Is the flash visible?,Yes
6d/6d828b5b.jpg,What color are the laces?,Black
6d/6d828b5b.jpg,What brand is visible?,Fusefit
6d/6d828b5b.jpg,What is the shoe's material?,Mesh
6d/6d83b851.jpg,What color is the adapter?,White
6d/6d83b851.jpg,What type is the left connector?,Type-c
6d/6d83b851.jpg,What port is on the adapter?,HDMI
6d/6d84b8e7.jpg,What color is the pouch?,Grey
6d/6d84b8e7.jpg,What shape is the pouch?,Round
6d/6d84b8e7.jpg,What is the clip made of?,Plastic
6d/6d84e34f.jpg,What is the pattern?,Stripes
6d/6d84e34f.jpg,What color are the dark stripes?,Gray
6d/6d84e34f.jpg,Are the stripes vertical?,Yes
6d/6d85ddf0.jpg,What color are the gloves?,Navy
6d/6d85ddf0.jpg,How many fingers are covered?,Zero
6d/6d85ddf0.jpg,What is the glove material?,Cashmere
6d/6d919fba.jpg,What is the shoe's color?,Green
6d/6d919fba.jpg,Are the shoes flats?,Yes
6d/6d919fba.jpg,How many shoes appear?,One
6d/6d94c571.jpg,What is the necklace's metal?,Silver
6d/6d94c571.jpg,What shape is the pendant?,Heart
6d/6d94c571.jpg,Is the chain attached?,Yes
6d/6d9680f5.jpg,What color is the sole?,White
6d/6d9680f5.jpg,What type of closure is visible?,Laces
6d/6d9680f5.jpg,What color is the darker part?,Black
6d/6d9871eb.jpg,What color is the swatch?,Charcoal
6d/6d9871eb.jpg,Is the fabric textured?,Yes
6d/6d9871eb.jpg,What shape is prominent?,Square
6d/6da19ba0.jpg,What color are the balloons?,Pink
6d/6da19ba0.jpg,What shape are the objects?,Hearts
6d/6da19ba0.jpg,What is the background color?,Black
6d/6da278bd.jpg,What pattern is on the boot?,Tiger
6d/6da278bd.jpg,What is the boot's type?,Chelsea
6d/6da278bd.jpg,What is the heel's color?,Black
6d/6da2f76f.jpg,What color are the flowers?,White
6d/6da2f76f.jpg,What is the background color?,Pink
6d/6da2f76f.jpg,Is this 3D?,Yes
6d/6da74569.jpg,What shape is the lampshade?,Bowl
6d/6da74569.jpg,What is the lamp's primary material?,Wood
6d/6da74569.jpg,How many knobs are visible?,One
6d/6dac92cb.jpg,What material is on the post?,Fabric
6d/6dac92cb.jpg,What color is the base?,Brown
6d/6dac92cb.jpg,Is there a toy attached?,Yes
6d/6dbeecb3.jpg,What shape is tessellated on the rug?,Circle
6d/6dbeecb3.jpg,What color is the rug?,Grey
6d/6dbeecb3.jpg,What room is shown?,Dining
6d/6dc0f882.jpg,What is the color of the sheets?,Blue
6d/6dc0f882.jpg,What shape are the objects?,Rectangular
6d/6dc0f882.jpg,What are these items?,Sheets
6d/6dc3be1b.jpg,What is the flower color?,Red
6d/6dc3be1b.jpg,Are leaves present?,Yes
